001,1
002,1
003,1
004,1
006,1
007,2
008,1
009,1
010,1
011,1
014,1
015,1
016,1
017,1
018,1
019,1
020,1
021,1
022,1
023,1
024,1
025,1
026,1
027,1
028-1,1
028-2,1
029,1
030,1
031,1
032,1
033,2
034,1
036,1
037,1
038,1
039,1
041,1
042,2
043,1
044,1
045,1
046,1
048,1
049,1
051,1
052,1
053,1
054,1
055,1
056,1
058,2
059,1
060,1
061,1
062,1
064,1
065,1
066,1
067,1
068,1
069,1
070,1
071,1
072,1
073,1
074,1
075,1
076,1
077,1
078,1
079,1
081,1
082,1
083,2
084,1
085,1
087,1
088,1
089,1
090,2
091,1
092,1
093,1
094,1
095,1
096,1
098,1
099,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,3
139,1
140,1
141,1
142,2
143,2
144,2
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,1
155,2
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
169,1
171,1
172,2
173,3
174,3
175,2
176,1
177,1
178,1
179,1
180,2
181,1
182,1
183,1
184,1
185,1
186,1
187,1
189,2
191,1
192,1
193,1
194,1
195,1
196,1
197,1
198,1
199,1
200,1
201,1
202,1
203,1
204,1
205,1
206,1
208,1
209,1
210,1
211,1
213,1
215,1
216,1
217,1
218,1
219,2
220,1
222,1
223,1
224,1
225,1
226,1
227,2
228,1
229,1
230,1
232,1
233,1
234,1
235,1
236,1
237,1
238,1
239,1
240,1
241,1
242,1
243,1
244,1
245,1
247,1
248,1
249,1
250,3
251,1
252,1
253,1
254,1
255,1
256,1
257,1
259,1
260-1,1
260-2,1
261,1
263,1
264,1
265,1
266,1
268,1
269,1
270,1
271,1
272,1
274,1
275,1
276,1
277,1
278,1
279,1
280,1
281,1
282,1
283,1
284,1
287,1
288,1
289,1
290,1
292,1
294,1
295,1
296,1
297,1
298,1
299,1
300,1
301,2
302,1
303,1
304,2
305,1
306,1
307,1
308,1
310,1
311,1
312,1
313,1
314,2
316,1
318,1
320,1
321,2
322,1
323,1
324,1
325,1
326,2
327,1
328,1
330,1
331,1
332,1
333,1
334,1
335,1
336,1
337,1
338,1
339,1
340,1
341,1
342,1
344,1
345,1
346,2
347,1
348,2
349,1
350,1
352,1
353,1
354,3
355,1
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,1
364,1
365,1
366,1
367,1
368,1
369,1
370,1
371,1
372,3
374,1
375,1
376,1
377,1
378,1
380,1
381,1
382,1
383,1
384,2
385,2
386,1
387,1
388,1
389,1
390,1
391,4
392,1
393,1
394,1
395,1
396,1
398,1
399,1
400,1
401,1
402,1
403,1
404,1
405,3
406,1
407,1
408,2
409,1
410,1
411,1
412,1
413,1
414,1
415,1
418,1
419,1
420,1
421,1
424,1
425,1
BCW_200001,1
BCW_200002,1
BCW_200003,1
BCW_200004,2
BCW_200005,2
BCW_200006,2
BCW_200007,2
BCW_200008,1
BCW_200009,1
BCW_200010,2
BCW_200011,1
BCW_200012,1
BCW_200013,1
BCW_200014,1
BCW_200015,1
BCW_200016,1
BCW_200017,1
BCW_200018,1
BCW_200019,2
BCW_200020,2
BCW_200021,2
BCW_200022,2
BCW_200023,1
BCW_200024,2
BCW_200025,1
BCW_200026,1
BCW_200027,1
BCW_200028,1
BCW_200029,1
BCW_200030,1
BCW_200031,1
BCW_200032,1
BCW_200033,1
BCW_200034,1
BCW_200035,1
BCW_200036,1
BCW_200037,2
BCW_200039,2
BCW_200040,1
BCW_200041,1
BCW_200042,2
BCW_200043,1
BCW_200044,1
BCW_200045,2
BCW_200046,1
BCW_200047,1
BCW_200048,2
BCW_200049,1
BCW_200050,1
BCW_200051,1
BCW_200052,2
BCW_200053,1
BCW_200054,1
BCW_200055,1
BCW_200056,1
BCW_200057,1
BCW_200058,2
BCW_200060,1
BCW_200061,1
BCW_200063,1
BCW_200064,1
BCW_200065,1
BCW_200066,1
BCW_200067,1
BCW_200068,1
BCW_200069,1
BCW_200070,2
BCW_200071,1
BCW_200072,2
BCW_200073,1
BCW_200074,2
BCW_200077,1
BCW_200078,1
BCW_200079,1
BCW_200080,3
BCW_200081,1
BCW_200082,1
BCW_200083,1
BCW_200084,1
BCW_200085,5
BCW_200086,1
BCW_200087,3
BCW_200089,2
BCW_200091,2
BCW_200092,1
BCW_200093,1
BCW_200094,1
BCW_200095,1
BCW_200096,1
BCW_200097,1
BCW_200098,4
BCW_200099,1
BCW_200100,1
BCW_200101,1
BCW_200102,1
BCW_200103,1
BCW_200104,1
BCW_200105,1
BCW_200106,1
BCW_200107,1
BCW_200108,2
BCW_200109,1
BCW_200111,1
BCW_200112,1
BCW_200113,1
BCW_200114,1
BCW_200115,1
BCW_200116,1
BCW_200117,1
BCW_200118,1
BCW_200119,1
BCW_200120,1
BCW_200121,1
BCW_200122,1
BCW_200123,1
BCW_200124,1
BCW_200126,3
BCW_200127,5
BCW_200128,1
BCW_200129,1
BCW_200130,2
BCW_200131,2
BCW_200132,1
BCW_200133,1
BCW_200134,3
BCW_200135,2
BCW_200136,1
BCW_200137,1
BCW_200138,1
BCW_200139,2
BCW_200140,3
BCW_200141,1
BCW_200142,1
BCW_200143,1
BCW_200144,1
BCW_200145,1
BCW_200146,1
BCW_200147,1
BCW_200148,1
BCW_200149,1
BCW_200150,1
BCW_200151,1
BCW_200152,1
BCW_200153,1
BCW_200154,1
BCW_200155,1
BCW_200156,1
BCW_200157,1
BCW_200158,1
BCW_200159,1
BCW_200160,1
BCW_200161,1
BCW_200162,1
BCW_200163,1
BCW_200164,2
BCW_200165,1
BCW_200166,2
BCW_200167,1
BCW_200168,1
BCW_200169,1
BCW_200170,2
BCW_200171,1
BCW_200172,1
BCW_200173,1
BCW_200174,1
BCW_200175,1
BCW_200176,2
BCW_200177,1
BCW_200178,3
BCW_200179,2
BCW_200180,1
BCW_200181,1
BCW_200182,1
BCW_200183,1
BCW_200184,1
BCW_200185,2
BCW_200186,2
BCW_200187,2
BCW_200188,1
BCW_200189,4
BCW_200191,3
BCW_200192,1
BCW_200193,2
BCW_200194,1
BCW_200195,1
BCW_200196,1
BCW_200197,1
BCW_200198,1
BCW_200199,1
BCW_200200,1
BCW_200201,1
BCW_200202,1
BCW_200203,1
BCW_200204,3
BCW_200205,3
BCW_200206,1
BCW_200207,2
BCW_200208,1
BCW_200209,1
BCW_200210,1
BCW_200211,2
BCW_200212,2
BCW_200213,1
BCW_200214,1
BCW_200215,1
BCW_200216,1
BCW_200217,2
BCW_200218,1
BCW_200219,1
BCW_200221,1
BCW_200222,2
BCW_200223,2
BCW_200224,3
BCW_200225,1
BCW_200226,1
BCW_200227,1
BCW_200228,2
BCW_200229,1
BCW_200230,2
BCW_200231,1
BCW_200232,1
BCW_200233,2
BCW_200234,1
BCW_200235,1
BCW_200236,1
BCW_200237,1
BCW_200238,1
BCW_200239,3
BCW_200240,3
BCW_200241,1
BCW_200242,2
BCW_200243,3
